kitchen towels,yogurt,12
cat food,soft cheese,12
seasonal products,waffles,12
mayonnaise,pip fruit,12
hygiene articles,pasta,12
cat food,salty snack,12
bottled beer,condensed milk,12
flower (seeds),tropical fruit,12
bottled water,jam,12
canned vegetables,hard cheese,12
frozen dessert,shopping bags,12
napkins,potted plants,12
canned beer,frozen meals,12
newspapers,sweet spreads,12
cat food,frozen meals,12
rice,shopping bags,12
sausage,specialty cheese,12
ice cream,meat,12
domestic eggs,sweet spreads,12
spices,yogurt,12
tropical fruit,white wine,12
cling film/bags,sausage,12
Instant food products,butter,12
flour,frozen vegetables,12
citrus fruit,white wine,12
cream cheese,meat spreads,11
rolls/buns,spices,11
detergent,grapes,11
frozen potato products,tropical fruit,11
chocolate,frozen potato products,11
oil,specialty chocolate,11
canned fruit,citrus fruit,11
cake bar,salty snack,11
butter,frozen fish,11
cereals,curd,11
soft cheese,waffles,11
salt,shopping bags,11
canned beer,ice cream,11
salty snack,sliced cheese,11
cereals,rolls/buns,11
canned fish,hygiene articles,11
beef,turkey,11
hygiene articles,sliced cheese,11
domestic eggs,soups,11
domestic eggs,packaged fruit/vegetables,11
butter milk,specialty chocolate,11
dish cleaner,frankfurter,11
cat food,specialty bar,11
beef,frozen potato products,11
frozen vegetables,roll products,11
honey,whole milk,11
rolls/buns,snack products,11
photo/film,rolls/buns,11
beef,misc. beverages,11
napkins,rice,11
frozen dessert,fruit/vegetable juice,11
dish cleaner,oil,11
snack products,soda,11
chewing gum,frozen vegetables,11
domestic eggs,white wine,11
soap,whole milk,11
herbs,potted plants,11
coffee,soups,11
Instant food products,newspapers,11
pastry,roll products,11
female sanitary products,shopping bags,11
dishes,margarine,11
frankfurter,vinegar,11
pastry,vinegar,11
napkins,white wine,11
seasonal products,whipped/sour cream,11
cake bar,frozen vegetables,11
candy,seasonal products,11
frozen vegetables,soups,11
beverages,frozen meals,11
dishes,sugar,11
meat,waffles,11
brown bread,sweet spreads,11
cake bar,newspapers,11
chewing gum,white bread,11
baking powder,grapes,11
chewing gum,pork,11
brown bread,mayonnaise,11
photo/film,soda,11
curd,house keeping products,11
cake bar,domestic eggs,11
chicken,hard cheese,11
pip fruit,softener,11
other vegetables,specialty fat,11
artif. sweetener,yogurt,11
grapes,sliced cheese,11
dental care,yogurt,11
cat food,misc. beverages,11
citrus fruit,mayonnaise,11
processed cheese,sugar,11
specialty chocolate,white bread,11
frankfurter,soups,11
meat,salty snack,11
flower (seeds),pastry,11
chewing gum,specialty chocolate,11
cream cheese,mayonnaise,11
pasta,sugar,11
pork,soft cheese,11
rolls/buns,specialty cheese,11
detergent,softener,11
detergent,meat,11
hamburger meat,sweet spreads,11
dessert,detergent,11
ice cream,margarine,11
candy,semi-finished bread,11
cat food,semi-finished bread,11
cream cheese,sweet spreads,11
grapes,hygiene articles,11
liquor,rolls/buns,11
jam,tropical fruit,11
onions,pickled vegetables,11
canned fruit,other vegetables,11
canned fish,pork,11
liquor,root vegetables,11
dessert,hard cheese,11
cake bar,napkins,11
mustard,pip fruit,11
canned fish,pickled vegetables,11
other vegetables,photo/film,11
spices,tropical fruit,11
UHT-milk,ham,11
butter,specialty cheese,11
beef,red/blush wine,11
canned vegetables,chocolate,11
newspapers,processed cheese,11
flour,waffles,11
artif. sweetener,whole milk,11
cream cheese,spread cheese,11
UHT-milk,hard cheese,11
pickled vegetables,processed cheese,11
butter,candles,11
brandy,rolls/buns,11
red/blush wine,waffles,11
detergent,hamburger meat,11
detergent,pasta,11
photo/film,yogurt,11
shopping bags,softener,11
dishes,oil,11
bottled beer,chewing gum,11
soft cheese,sugar,11
frozen fish,sliced cheese,11
cake bar,specialty bar,11
pip fruit,spices,11
beef,dish cleaner,11
rolls/buns,tea,11
canned vegetables,dessert,11
curd,mustard,11
misc. beverages,pickled vegetables,11
pet care,pip fruit,11
fruit/vegetable juice,pet care,11
napkins,pasta,11
soda,softener,11
cat food,oil,11
hygiene articles,ice cream,11
house keeping products,hygiene articles,11
sausage,turkey,11
coffee,mayonnaise,11
frozen potato products,napkins,11
cat food,dish cleaner,11
bottled water,frozen potato products,11
frozen vegetables,liquor (appetizer),11
long life bakery product,red/blush wine,11
candy,grapes,11
Instant food products,citrus fruit,11
meat,sugar,11
brown bread,white wine,11
cat food,onions,11
cake bar,citrus fruit,11
margarine,packaged fruit/vegetables,11
house keeping products,long life bakery product,11
brown bread,flower (seeds),11
frozen vegetables,instant coffee,11
instant coffee,newspapers,11
Instant food products,shopping bags,11
chicken,salt,11
beef,white wine,11
canned beer,grapes,11
flower (seeds),shopping bags,11
citrus fruit,vinegar,11
detergent,potted plants,11
dog food,pip fruit,11
frozen fish,long life bakery product,11
cling film/bags,long life bakery product,11
margarine,rice,11
soda,zwieback,11
chicken,processed cheese,11
dessert,flour,11
chicken,semi-finished bread,11
hamburger meat,specialty chocolate,11
salty snack,semi-finished bread,11
bottled beer,flower (seeds),11
onions,specialty cheese,11
canned vegetables,onions,11
brown bread,dish cleaner,11
frozen potato products,white bread,11
other vegetables,syrup,11
rice,soda,11
ketchup,yogurt,11
hamburger meat,pickled vegetables,11
popcorn,tropical fruit,11
cleaner,soda,11
ice cream,onions,11
cat food,hard cheese,11
canned vegetables,newspapers,11
roll products,shopping bags,11
butter milk,ice cream,11
chocolate,spread cheese,11
butter,white wine,11
chewing gum,sugar,11
frozen fish,pastry,11
berries,semi-finished bread,11
dessert,processed cheese,11
pastry,sweet spreads,11
frozen potato products,frozen vegetables,11
liver loaf,soda,11
dental care,soda,11
bottled beer,tea,11
hamburger meat,soft cheese,11
popcorn,rolls/buns,11
abrasive cleaner,yogurt,10
bathroom cleaner,other vegetables,10
cereals,tropical fruit,10
cereals,soda,10
sparkling wine,whole milk,10
condensed milk,frozen vegetables,10
bathroom cleaner,soda,10
sausage,softener,10
dessert,packaged fruit/vegetables,10
rice,sausage,10
hard cheese,rice,10
misc. beverages,sugar,10
candles,sausage,10
beef,cling film/bags,10
cake bar,waffles,10
cereals,whipped/sour cream,10
frozen meals,soft cheese,10
cream cheese,frozen fish,10
flower (seeds),sausage,10
canned vegetables,curd,10
canned fish,dessert,10
skin care,yogurt,10
frozen dessert,napkins,10
mustard,pickled vegetables,10
napkins,vinegar,10
flour,hamburger meat,10
abrasive cleaner,sausage,10
detergent,specialty chocolate,10
ham,misc. beverages,10
butter milk,frozen meals,10
liver loaf,sausage,10
baking powder,salty snack,10
frozen vegetables,liver loaf,10
canned fish,mustard,10
frozen dessert,white bread,10
male cosmetics,yogurt,10
berries,mustard,10
napkins,packaged fruit/vegetables,10
chocolate,frozen fish,10
chocolate marshmallow,coffee,10
newspapers,soups,10
Instant food products,bottled water,10
chicken,dish cleaner,10
chocolate marshmallow,newspapers,10
candles,coffee,10
cat food,dishes,10
frankfurter,roll products,10
flower (seeds),frankfurter,10
cream cheese,seasonal products,10
domestic eggs,flower (seeds),10
Instant food products,pork,10
Instant food products,pip fruit,10
brown bread,dog food,10
baking powder,berries,10
grapes,white bread,10
cream cheese,flour,10
finished products,fruit/vegetable juice,10
soups,yogurt,10
pastry,soups,10
root vegetables,sparkling wine,10
nuts/prunes,rolls/buns,10
mustard,sliced cheese,10
chocolate marshmallow,sausage,10
chocolate marshmallow,long life bakery product,10
pickled vegetables,sliced cheese,10
sauces,soda,10
condensed milk,white bread,10
finished products,sausage,10
Instant food products,frankfurter,10
Instant food products,domestic eggs,10
bottled water,soups,10
bottled water,popcorn,10
beef,canned vegetables,10
canned beer,flour,10
soda,tidbits,10
candy,frozen fish,10
UHT-milk,pasta,10
chocolate,dishes,10
brown bread,dishes,10
frozen dessert,long life bakery product,10
beef,sweet spreads,10
chocolate,sweet spreads,10
beverages,specialty chocolate,10
hamburger meat,mayonnaise,10
citrus fruit,sweet spreads,10
cream cheese,ice cream,10
canned fish,frozen meals,10
hamburger meat,specialty bar,10
cling film/bags,cream cheese,10
condensed milk,salty snack,10
nut snack,soda,10
cake bar,frankfurter,10
hamburger meat,misc. beverages,10
brown bread,house keeping products,10
cream cheese,salt,10
brown bread,frozen fish,10
chicken,flower (seeds),10
pickled vegetables,specialty chocolate,10
citrus fruit,spices,10
butter milk,pickled vegetables,10
artif. sweetener,other vegetables,10
cereals,domestic eggs,10
cereals,pastry,10
baking powder,brown bread,10
salty snack,seasonal products,10
oil,salt,10
hamburger meat,rice,10
rice,whipped/sour cream,10
chocolate,rice,10
frozen vegetables,red/blush wine,10
dessert,semi-finished bread,10
dessert,dishes,10
frozen fish,waffles,10
beef,spread cheese,10
condensed milk,sugar,10
canned fish,sugar,10
soups,sugar,10
curd,packaged fruit/vegetables,10
chewing gum,chocolate,10
berries,misc. beverages,10
curd,dish cleaner,10
curd cheese,root vegetables,10
coffee,sweet spreads,10
long life bakery product,sweet spreads,10
frozen vegetables,specialty cheese,10
bottled water,canned vegetables,10
hygiene articles,semi-finished bread,10
hamburger meat,roll products,10
butter,packaged fruit/vegetables,10
flour,meat,10
canned fish,hamburger meat,10
canned beer,white bread,10
cat food,sliced cheese,10
instant coffee,pastry,10
UHT-milk,grapes,10
napkins,seasonal products,10
liquor (appetizer),yogurt,10
cake bar,margarine,10
bottled water,female sanitary products,10
mustard,whipped/sour cream,10
beef,candles,10
beverages,margarine,10
frozen meals,misc. beverages,10
canned vegetables,pork,10
chocolate,dental care,10
newspapers,potted plants,10
frozen fish,salty snack,10
root vegetables,zwieback,10
long life bakery product,mayonnaise,10
cream cheese,vinegar,10
detergent,house keeping products,10
dog food,frozen vegetables,10
dog food,domestic eggs,10
dog food,napkins,10
grapes,sugar,10
UHT-milk,sliced cheese,10
frozen vegetables,mayonnaise,10
bottled water,mayonnaise,10
kitchen towels,napkins,10
butter,soups,10
butter,cake bar,10
cake bar,whipped/sour cream,10
napkins,pet care,10
ham,spread cheese,10
flour,roll products,10
brown bread,roll products,10
dog food,newspapers,10
dishes,pip fruit,10
house keeping products,pastry,10
coffee,jam,10
onions,turkey,10
butter milk,candy,10
onions,semi-finished bread,10
kitchen towels,pip fruit,10
frozen vegetables,house keeping products,10
red/blush wine,salty snack,10
hygiene articles,specialty bar,10
chewing gum,misc. beverages,10
herbs,newspapers,10
frozen vegetables,sweet spreads,10
frozen meals,semi-finished bread,10
bottled beer,popcorn,10
bottled water,instant coffee,10
frozen vegetables,specialty bar,10
candy,hygiene articles,10
berries,cling film/bags,10
mayonnaise,onions,10
pastry,potato products,10
frankfurter,salt,10
cling film/bags,hygiene articles,10
frozen fish,onions,10
coffee,salt,10
chocolate marshmallow,citrus fruit,10
misc. beverages,pork,10
hygiene articles,processed cheese,10
dental care,tropical fruit,10
kitchen towels,salty snack,10
newspapers,pet care,10
bottled water,liquor,10
UHT-milk,cake bar,10
house keeping products,pip fruit,10
liquor (appetizer),rolls/buns,9
semi-finished bread,turkey,9
margarine,turkey,9
ham,ice cream,9
canned fish,salty snack,9
butter,specialty fat,9
brandy,yogurt,9
napkins,softener,9
meat spreads,other vegetables,9
candles,dessert,9
other vegetables,snack products,9
frozen fish,ham,9
curd,frozen fish,9
frankfurter,spread cheese,9
detergent,pickled vegetables,9
domestic eggs,tea,9
rum,tropical fruit,9
chicken,vinegar,9
oil,vinegar,9
bottled water,vinegar,9
dessert,mustard,9
hygiene articles,soft cheese,9
packaged fruit/vegetables,white bread,9
curd,frozen potato products,9
red/blush wine,whipped/sour cream,9
root vegetables,specialty fat,9
pet care,shopping bags,9
bottled water,softener,9
frozen dessert,hard cheese,9
butter,rum,9
rolls/buns,rum,9
flour,misc. beverages,9
spread cheese,white bread,9
newspapers,packaged fruit/vegetables,9
pastry,white wine,9
brown bread,kitchen towels,9
herbs,misc. beverages,9
canned fish,oil,9
Instant food products,canned fish,9
beef,processed cheese,9
liquor (appetizer),tropical fruit,9
canned fish,long life bakery product,9
Instant food products,fruit/vegetable juice,9
chewing gum,domestic eggs,9
canned beer,cling film/bags,9
candles,pip fruit,9
frozen dessert,sliced cheese,9
butter milk,grapes,9
finished products,yogurt,9
margarine,seasonal products,9
fish,whole milk,9
soda,sparkling wine,9
coffee,spread cheese,9
sliced cheese,specialty chocolate,9
ready soups,rolls/buns,9
packaged fruit/vegetables,pip fruit,9
nuts/prunes,other vegetables,9
baking powder,sliced cheese,9
oil,rice,9
grapes,hard cheese,9
ice cream,misc. beverages,9
sausage,soups,9
chocolate,seasonal products,9
cake bar,frozen meals,9
chicken,softener,9
dog food,whipped/sour cream,9
domestic eggs,softener,9
dental care,pastry,9
cake bar,pork,9
dish cleaner,waffles,9
cat food,pasta,9
condensed milk,pastry,9
kitchen towels,shopping bags,9
finished products,salty snack,9
chocolate,pasta,9
frozen dessert,sausage,9
frozen meals,pickled vegetables,9
frozen meals,specialty chocolate,9
canned fish,meat,9
kitchen towels,whipped/sour cream,9
tidbits,whole milk,9
ham,pasta,9
curd,mayonnaise,9
flour,pasta,9
cereals,margarine,9
pastry,popcorn,9
jam,whipped/sour cream,9
flower (seeds),pork,9
onions,vinegar,9
detergent,soft cheese,9
ham,sweet spreads,9
female sanitary products,root vegetables,9
liver loaf,pip fruit,9
brown bread,meat spreads,9
cleaner,frozen vegetables,9
dental care,sausage,9
beef,seasonal products,9
frozen meals,oil,9
UHT-milk,semi-finished bread,9
meat,specialty chocolate,9
cling film/bags,curd,9
cling film/bags,sugar,9
male cosmetics,sausage,9
herbs,turkey,9
pet care,rolls/buns,9
pip fruit,zwieback,9
organic sausage,whole milk,9
cat food,female sanitary products,9
bottled beer,instant coffee,9
frozen potato products,whipped/sour cream,9
jam,margarine,9
chocolate,female sanitary products,9
candy,ice cream,9
root vegetables,spices,9
sweet spreads,whipped/sour cream,9
canned fish,onions,9
shopping bags,specialty cheese,9
brown bread,salt,9
candy,frozen potato products,9
processed cheese,specialty bar,9
cling film/bags,house keeping products,9
hamburger meat,potted plants,9
UHT-milk,canned vegetables,9
ketchup,root vegetables,9
tea,yogurt,9
cream cheese,detergent,9
beverages,sugar,9
baking powder,semi-finished bread,9
napkins,photo/film,9
dishes,frankfurter,9
canned fruit,domestic eggs,9
baking powder,ham,9
cereals,pip fruit,9
frozen meals,sugar,9
cling film/bags,frankfurter,9
curd,tea,9
beef,flower (seeds),9
herbs,sliced cheese,9
frozen dessert,sugar,9
canned fish,salt,9
canned vegetables,hygiene articles,9
frankfurter,potato products,9
butter,frozen dessert,9
soups,tropical fruit,9
brown bread,mustard,9
canned beer,mustard,9
chicken,spices,9
detergent,misc. beverages,9
processed cheese,salty snack,9
candy,onions,9
pasta,salty snack,9
sparkling wine,yogurt,9
softener,tropical fruit,9
canned beer,male cosmetics,9
frozen potato products,oil,9
coffee,frozen potato products,9
bottled beer,brandy,9
bottled water,house keeping products,9
frozen fish,napkins,9
chocolate,dish cleaner,9
frozen meals,frozen potato products,9
bottled beer,candles,9
baking powder,bottled beer,9
oil,specialty bar,9
meat,semi-finished bread,9
frozen dessert,semi-finished bread,9
oil,semi-finished bread,9
bottled water,meat spreads,9
soda,vinegar,9
cat food,frankfurter,9
flour,onions,9
berries,seasonal products,9
cake bar,candy,9
chicken,house keeping products,9
long life bakery product,semi-finished bread,9
butter,mustard,9
coffee,female sanitary products,9
pasta,soft cheese,9
frozen fish,hygiene articles,9
berries,flour,9
beverages,flour,9
dish cleaner,margarine,9
chocolate,white wine,9
beverages,misc. beverages,9
butter,dental care,9
potted plants,white bread,9
canned fish,pasta,9
UHT-milk,specialty chocolate,9
fruit/vegetable juice,seasonal products,9
packaged fruit/vegetables,shopping bags,9
vinegar,whipped/sour cream,9
cleaner,whipped/sour cream,9
domestic eggs,house keeping products,9
cleaner,shopping bags,9
softener,whipped/sour cream,9
cling film/bags,domestic eggs,9
soft cheese,specialty bar,9
sliced cheese,specialty bar,9
dental care,shopping bags,9
tropical fruit,vinegar,9
margarine,vinegar,9
baking powder,cat food,9
canned beer,spread cheese,9
instant coffee,sausage,9
cat food,grapes,9
light bulbs,whole milk,9
hard cheese,processed cheese,9
kitchen towels,pastry,9
finished products,rolls/buns,9
brown bread,cake bar,9
ice cream,waffles,9
frankfurter,herbs,9
coffee,liquor (appetizer),9
coffee,pet care,9
fruit/vegetable juice,kitchen towels,9
kitchen towels,newspapers,9
hygiene articles,potted plants,9
bottled beer,butter milk,9
rolls/buns,softener,9
beef,soups,9
beef,vinegar,9
cat food,chicken,9
semi-finished bread,sliced cheese,9
canned beer,detergent,9
domestic eggs,jam,9
detergent,ice cream,9
chocolate,detergent,9
ham,meat,9
frozen meals,red/blush wine,9
condensed milk,whipped/sour cream,9
grapes,turkey,9
cat food,pickled vegetables,9
dog food,oil,9
canned fish,mayonnaise,9
male cosmetics,soda,9
pip fruit,sauces,9
seasonal products,specialty chocolate,9
female sanitary products,pastry,9
bottled water,rum,9
syrup,tropical fruit,9
syrup,whole milk,9
soda,syrup,9
misc. beverages,oil,9
newspapers,sauces,9
hard cheese,seasonal products,9
cat food,white wine,9
herbs,waffles,9
canned fish,misc. beverages,9
newspapers,nuts/prunes,9
chewing gum,margarine,9
liquor,sausage,9
butter,chewing gum,9
UHT-milk,baking powder,9
UHT-milk,canned fish,9
meat,seasonal products,9
canned vegetables,sliced cheese,9
chocolate marshmallow,whipped/sour cream,9
cake bar,hamburger meat,9
UHT-milk,condensed milk,9
condensed milk,long life bakery product,8
curd,dishes,8
bathroom cleaner,root vegetables,8
newspapers,zwieback,8
frozen vegetables,white wine,8
bottled beer,sparkling wine,8
canned beer,semi-finished bread,8
hygiene articles,rice,8
meat spreads,shopping bags,8
candles,pork,8
snack products,whole milk,8
cereals,cream cheese,8
bottled beer,prosecco,8
butter,cereals,8
cream cheese,semi-finished bread,8
butter milk,dish cleaner,8
bottled water,tea,8
dessert,frozen dessert,8
frozen dessert,hygiene articles,8
canned vegetables,salt,8
butter,spices,8
pip fruit,tea,8
onions,soups,8
hamburger meat,semi-finished bread,8
mustard,soft cheese,8
hygiene articles,mustard,8
cleaner,sausage,8
berries,roll products,8
frankfurter,zwieback,8
butter,mayonnaise,8
cereals,shopping bags,8
coffee,packaged fruit/vegetables,8
specialty fat,whipped/sour cream,8
liver loaf,pastry,8
beverages,onions,8
frozen dessert,onions,8
chewing gum,chicken,8
frozen potato products,margarine,8
bottled water,zwieback,8
photo/film,root vegetables,8
candy,red/blush wine,8
beef,frozen fish,8
bottled beer,frozen potato products,8
grapes,white wine,8
bottled beer,seasonal products,8
beef,specialty bar,8
bottled water,skin care,8
butter,canned vegetables,8
grapes,pickled vegetables,8
Instant food products,napkins,8
other vegetables,potato products,8
chocolate marshmallow,frankfurter,8
fruit/vegetable juice,vinegar,8
citrus fruit,instant coffee,8
instant coffee,shopping bags,8
frozen dessert,newspapers,8
flower (seeds),newspapers,8
chicken,frozen dessert,8
ham,potted plants,8
cake bar,chicken,8
female sanitary products,tropical fruit,8
female sanitary products,margarine,8
canned fruit,shopping bags,8
baking powder,detergent,8
canned beer,dog food,8
nuts/prunes,soda,8
frozen potato products,shopping bags,8
beverages,coffee,8
dessert,popcorn,8
rum,soda,8
UHT-milk,salt,8
chicken,mustard,8
UHT-milk,mayonnaise,8
dessert,flower (seeds),8
detergent,frozen meals,8
softener,white bread,8
misc. beverages,pasta,8
grapes,soft cheese,8
onions,specialty chocolate,8
ready soups,whole milk,8
cream cheese,pasta,8
pet care,whipped/sour cream,8
butter,red/blush wine,8
processed cheese,red/blush wine,8
light bulbs,napkins,8
hard cheese,pickled vegetables,8
pastry,rice,8
processed cheese,semi-finished bread,8
finished products,pip fruit,8
UHT-milk,potted plants,8
ham,herbs,8
butter,seasonal products,8
nut snack,other vegetables,8
canned vegetables,specialty cheese,8
hamburger meat,processed cheese,8
hygiene articles,softener,8
spread cheese,waffles,8
detergent,dish cleaner,8
seasonal products,specialty bar,8
domestic eggs,zwieback,8
Instant food products,sausage,8
canned beer,cat food,8
candy,hamburger meat,8
chewing gum,dessert,8
ketchup,tropical fruit,8
chocolate,salt,8
citrus fruit,frozen potato products,8
newspapers,roll products,8
dental care,pip fruit,8
fruit/vegetable juice,liver loaf,8
pip fruit,popcorn,8
canned fish,white bread,8
brown bread,cling film/bags,8
condensed milk,frankfurter,8
berries,flower (seeds),8
root vegetables,sauces,8
canned beer,liquor,8
bottled beer,pasta,8
cream cheese,turkey,8
Instant food products,salty snack,8
soap,soda,8
frozen vegetables,popcorn,8
seasonal products,semi-finished bread,8
curd,sweet spreads,8
hamburger meat,ice cream,8
UHT-milk,cling film/bags,8
rolls/buns,sauces,8
chocolate marshmallow,pip fruit,8
hamburger meat,kitchen towels,8
nuts/prunes,tropical fruit,8
specialty bar,sugar,8
canned vegetables,pasta,8
detergent,waffles,8
butter,house keeping products,8
dental care,napkins,8
Instant food products,white bread,8
dog food,potted plants,8
cake bar,oil,8
potato products,soda,8
potato products,shopping bags,8
cream cheese,specialty cheese,8
butter milk,mustard,8
curd cheese,pork,8
detergent,processed cheese,8
sweet spreads,waffles,8
abrasive cleaner,whipped/sour cream,8
citrus fruit,zwieback,8
canned vegetables,oil,8
frozen vegetables,salt,8
chewing gum,dishes,8
dishes,frozen vegetables,8
male cosmetics,other vegetables,8
cream cheese,rice,8
citrus fruit,dental care,8
cereals,fruit/vegetable juice,8
cake bar,cream cheese,8
margarine,spread cheese,8
UHT-milk,beverages,8
cling film/bags,oil,8
dessert,salt,8
napkins,salt,8
canned vegetables,napkins,8
beef,frozen dessert,8
butter milk,flour,8
chicken,frozen fish,8
canned beer,soft cheese,8
candy,packaged fruit/vegetables,8
cleaner,root vegetables,8
cream cheese,roll products,8
mayonnaise,salty snack,8
cat food,curd cheese,8
cat food,detergent,8
detergent,specialty bar,8
onions,pasta,8
napkins,specialty fat,8
dog food,hard cheese,8
cream cheese,liver loaf,8
fruit/vegetable juice,sparkling wine,8
chicken,dishes,8
citrus fruit,softener,8
root vegetables,softener,8
house keeping products,pork,8
curd,liver loaf,8
berries,frozen fish,8
mayonnaise,newspapers,8
frozen potato products,salty snack,8
frozen meals,kitchen towels,8
hamburger meat,mustard,8
pastry,sauces,8
herbs,meat,8
butter milk,processed cheese,8
processed cheese,sliced cheese,8
candy,pickled vegetables,8
cling film/bags,dish cleaner,8
potato products,yogurt,8
candles,sugar,8
cleaner,curd,8
curd cheese,margarine,8
oil,turkey,8
candles,canned beer,8
liquor (appetizer),onions,8
dishes,grapes,8
chicken,mayonnaise,8
packaged fruit/vegetables,sugar,8
berries,red/blush wine,8
domestic eggs,instant coffee,8
dishes,meat,8
abrasive cleaner,citrus fruit,8
Instant food products,beef,8
citrus fruit,popcorn,8
frankfurter,turkey,8
canned vegetables,white bread,8
butter,chocolate marshmallow,8
curd,rice,8
dish cleaner,sugar,8
berries,canned beer,8
pastry,salt,8
baking powder,canned beer,8
pork,potted plants,8
sliced cheese,specialty cheese,8
dessert,mayonnaise,8
chocolate,flower (seeds),8
baking powder,candy,8
specialty fat,yogurt,8
cling film/bags,white bread,8
potted plants,salty snack,8
frankfurter,red/blush wine,8
cereals,long life bakery product,8
chocolate marshmallow,ham,8
pickled vegetables,specialty bar,8
light bulbs,soda,8
semi-finished bread,soft cheese,8
semi-finished bread,specialty chocolate,8
brown bread,finished products,8
ice cream,oil,8
flour,hard cheese,8
frozen vegetables,kitchen towels,8
beverages,ham,8
male cosmetics,whole milk,8
curd cheese,whipped/sour cream,8
jam,sausage,8
fruit/vegetable juice,jam,8
hard cheese,specialty cheese,8
bottled beer,rice,8
frankfurter,ketchup,8
canned vegetables,salty snack,8
red/blush wine,specialty chocolate,8
ketchup,pip fruit,8
detergent,ham,8
detergent,semi-finished bread,8
beverages,sweet spreads,8
chewing gum,specialty bar,8
female sanitary products,napkins,8
chewing gum,ice cream,8
frozen potato products,long life bakery product,8
butter,condensed milk,8
cling film/bags,dessert,8
jam,onions,8
canned fish,ice cream,8
canned fish,cat food,8
oil,seasonal products,8
canned beer,flower (seeds),8
dog food,pastry,8
mayonnaise,sliced cheese,8
margarine,softener,8
chocolate,roll products,8
hard cheese,turkey,8
ketchup,pork,8
sausage,sweet spreads,8
jam,pip fruit,8
newspapers,seasonal products,8
house keeping products,newspapers,8
cream cheese,mustard,8
frozen dessert,ice cream,8
hygiene articles,seasonal products,8
pudding powder,whipped/sour cream,8
cling film/bags,newspapers,8
margarine,zwieback,8
specialty cheese,white bread,8
butter,spread cheese,8
chicken,misc. beverages,8
candles,chocolate,8
frankfurter,house keeping products,8
bathroom cleaner,yogurt,8
frozen fruits,other vegetables,8
kitchen towels,pork,8
candy,sliced cheese,8
domestic eggs,meat spreads,8
root vegetables,tea,8
flour,pickled vegetables,8
other vegetables,pudding powder,8
canned vegetables,chicken,8
cat food,roll products,8
frozen fish,pickled vegetables,8
oil,processed cheese,8
cling film/bags,pastry,8
liquor,napkins,8
brown bread,dental care,8
candy,flour,7
brown bread,cereals,7
cereals,sugar,7
berries,pickled vegetables,7
oil,white wine,7
candles,oil,7
detergent,onions,7
candles,fruit/vegetable juice,7
onions,rice,7
UHT-milk,processed cheese,7
dishes,hamburger meat,7
fish,other vegetables,7
male cosmetics,pastry,7
frankfurter,rice,7
canned fruit,tropical fruit,7
bottled water,dental care,7
flour,herbs,7
candy,herbs,7
frozen fish,whipped/sour cream,7
bottled beer,frozen fish,7
semi-finished bread,specialty bar,7
berries,spread cheese,7
dessert,spread cheese,7
baking powder,meat,7
butter milk,meat,7
beef,house keeping products,7
hygiene articles,skin care,7
frozen dessert,grapes,7
margarine,rum,7
newspapers,vinegar,7
chewing gum,onions,7
frozen potato products,specialty bar,7
butter,cling film/bags,7
candy,pasta,7
baking powder,chewing gum,7
chewing gum,sliced cheese,7
coffee,dental care,7
frankfurter,liver loaf,7
canned beer,pasta,7
mustard,pork,7
dish cleaner,mustard,7
curd,spices,7
baking powder,frozen dessert,7
frozen vegetables,skin care,7
canned vegetables,misc. beverages,7
oil,soups,7
Instant food products,hygiene articles,7
fruit/vegetable juice,tea,7
cling film/bags,hamburger meat,7
potted plants,sugar,7
detergent,sliced cheese,7
long life bakery product,white wine,7
shopping bags,turkey,7
candles,domestic eggs,7
dishes,liquor (appetizer),7
baking powder,chicken,7
baking powder,butter milk,7
onions,packaged fruit/vegetables,7
dessert,rice,7
candles,newspapers,7
curd,dog food,7
jam,shopping bags,7
dessert,white wine,7
coffee,white wine,7
curd,instant coffee,7
artif. sweetener,bottled water,7
root vegetables,rum,7
chicken,spread cheese,7
frozen vegetables,vinegar,7
hard cheese,spread cheese,7
curd cheese,fruit/vegetable juice,7
dental care,salty snack,7
grapes,specialty chocolate,7
berries,canned fish,7
coffee,vinegar,7
cake bar,detergent,7
long life bakery product,rice,7
cream,other vegetables,7
hard cheese,mustard,7
dental care,domestic eggs,7
mustard,specialty chocolate,7
pip fruit,vinegar,7
dental care,fruit/vegetable juice,7
ham,red/blush wine,7
canned beer,frozen fish,7
hamburger meat,meat spreads,7
cat food,processed cheese,7
chewing gum,long life bakery product,7
artif. sweetener,frankfurter,7
candy,mayonnaise,7
condensed milk,waffles,7
liquor (appetizer),whipped/sour cream,7
finished products,waffles,7
butter milk,soft cheese,7
dish cleaner,soft cheese,7
kitchen towels,margarine,7
cat food,kitchen towels,7
beef,specialty cheese,7
dish cleaner,onions,7
frozen potato products,ham,7
pork,white wine,7
sausage,skin care,7
candles,chicken,7
roll products,soft cheese,7
rolls/buns,specialty fat,7
cat food,herbs,7
flower (seeds),napkins,7
house keeping products,margarine,7
curd cheese,domestic eggs,7
candy,cat food,7
chocolate,pet care,7
chocolate,turkey,7
frozen meals,rice,7
ketchup,whipped/sour cream,7
ketchup,margarine,7
brown bread,jam,7
chicken,chocolate marshmallow,7
chocolate marshmallow,dessert,7
specialty bar,sweet spreads,7
curd,jam,7
chewing gum,grapes,7
cleaner,fruit/vegetable juice,7
decalcifier,whole milk,7
canned fruit,root vegetables,7
